"usid","issue"
"416US470",80180
"416US500",120010
"416US505",10070
"416US562",10070
"416US600",20100
"416US637",10200
"416US653",100030
"416US663",20100
"416US696",60010
"416US725",120020
"416US752",120020
"416US783",40020
"416US802",90030
"416US861",10050
"417US1",90120
"417US12",100020
"417US21",10030
"417US40",20350
"417US62",80100
"417US72",20240
"417US85",10090
"417US106",80070
"417US116",60010
"417US134",120010
"417US156",90110
"417US188",20140
"417US211",10400
"417US249",70200
"417US270",80130
"417US279",90170
"417US281",50020
"417US283",80300
"417US333",10020
"417US369",80100
"417US380",80300
"417US402",30180
"417US433",10100
"417US467",80030
"417US484",20140
"417US506",80050
"417US535",20070
"417US556",20050
"417US583",10060
"417US600",20320
"417US622",90500
"417US628",20200
"417US642",80030
"417US653",10510
"417US673",120010
"417US703",80070
"417US733",20240
"417US790",70060
"417US817",30010
"417US843",30010
"418US1",120010
"418US24",20010
"418US87",30200
"418US153",30190
"418US166",90300
"418US208",90300
"418US241",30010
"418US264",30030
"418US298",30010
"418US323",30030
"418US405",30150
"418US424",20170
"418US461",10020
"418US488",40050
"418US506",10080
"418US539",40040
"418US602",80020
"418US656",80020
"418US676",20240
"418US683",10160
"418US717",20050
"419US1",90320
"419US7",120010
"419US20",100050
"419US43",120030
"419US59",10020
"419US65",20120
"419US90",90340
"419US102",40070
"419US186",80010
"419US215",100020
"419US245",30040
"419US256",20240
"419US281",80240
"419US301",70070
"419US345",40020
"419US318",80040
"419US375",110010
"419US379",90390
"419US393",20220
"419US428",70120
"419US449",10080
"419US477",100130
"419US498",20130
"419US522",20130
"419US544",20150
"419US560",80100
"419US565",40020
"419US601",20100
"420US1",20090
"420US31",10040
"420US35",80130
"420US50",70060
"420US77",90010
"420US92",20250
"420US103",10050
"420US128",90130
"420US139",90320
"420US141",120010
"420US162",40010
"420US184",80220
"420US194",20160
"420US223",80020
"420US251",70170
"420US276",70170
"420US283",10020
"420US304",100010
"420US308",20400
"420US332",10170
"420US358",10170
"420US371",90130
"420US376",NA
"420US377",10170
"420US395",80270
"420US425",20160
"420US469",30040
"420US513",90150
"420US515",100040
"420US529",100040
"420US531",100040
"420US534",10320
"420US546",30010
"420US575",20190
"420US592",90060
"420US619",20110
"420US636",20130
"420US656",80100
"420US671",10400
"420US714",10100
"420US730",20190
"420US734",10040
"420US738",20240
"420US770",10460
"420US799",90340
"421US1",80050
"421US7",20130
"421US21",20240
"421US35",40050
"421US60",80130
"421US100",80100
"421US117",90020
"421US132",50040
"421US168",50040
"421US193",90350
"421US200",80100
"421US213",90010
"421US240",60010
"421US289",20010
"421US309",10080
"421US330",120030
"421US338",20190
"421US349",30180
"421US397",80060
"421US412",80120
"421US426",90020
"421US454",20060
"421US477",20090
"421US482",10020
"421US491",30050
"421US519",20170
"421US542",100120
"421US560",90120
"421US599",100110
"421US616",70020
"421US656",20020
"421US658",80170
"421US684",40010
"421US707",20190
"421US723",80120
"421US772",90130
"421US773",80010
"421US794",10260
"421US809",30020
"421US837",80120
"422US1",80050
"422US13",100010
"422US35",10330
"422US49",80120
"422US66",30140
"422US86",80020
"422US151",80190
"422US171",10100
"422US184",100040
"422US205",30190
"422US225",10160
"422US255",50040
"422US271",80020
"422US289",80130
"422US332",90060
"422US358",20020
"422US391",20190
"422US395",90130
"422US405",20060
"422US454",10580
"422US490",90220
"422US531",10040
"422US563",40010
"422US590",10010
"422US617",120010
"422US659",80010
"422US694",80010
"422US749",20180
"422US806",10120
"422US853",10120
"422US873",10060
"422US891",10060
"422US916",10040
"422US922",NA
"423US1",100010
"423US3",80050
"423US6",90090
"423US9",50020
"423US12",90120
"423US19",10580
"423US28",80070
"423US44",20140
"423US48",40010
"423US61",10170
"423US64",10590
"423US67",10060
"423US73",90330
"423US77",120030
"423US87",40010
"423US96",10100
"423US122",10510
"423US147",90130
"423US150",80070
"423US161",40020
"423US212",10440
"423US232",80120
"423US261",90320
"423US276",80100
"423US303",80140
"423US325",90200
"423US326",90120
"423US336",90320
"423US362",90010
"423US388",90120
"423US411",10060
"424US1",30140
"424US295",40070
"424US319",20180
"424US351",20120
"424US366",80110
"424US382",20160
"424US392",90360
"424US409",20400
"424US448",30030
"424US494",80300
"424US507",30010
"424US544",10390
"424US554",70010
"424US577",20180
"424US589",10230
"424US600",10170
"424US614",40020
"424US636",20090
"424US641",90420
"424US645",20220
"424US648",10090
"424US669",30190
"424US693",20400
"424US737",90330
"424US747",20060
"424US800",90090
"424US828",30010
"425US1",80010
"425US25",10120
"425US73",90090
"425US80",10120
"425US94",10160
"425US130",20020
"425US164",80050
"425US185",80120
"425US219",80210
"425US231",20190
"425US238",30010
"425US257",90190
"425US262",90340
"425US268",80100
"425US273",80180
"425US284",20040
"425US308",40040
"425US341",10100
"425US352",50040
"425US391",10090
"425US435",10050
"425US457",90230
"425US460",90140
"425US463",20160
"425US484",10300
"425US501",10240
"425US536",10020
"425US559",90150
"425US564",10100
"425US610",30010
"425US637",90140
"425US649",20150
"425US662",20060
"425US675",90420
"425US682",90490
"425US738",80010
"425US748",30020
"425US794",90370
"425US800",90330
"425US791",100010
"425US807",80060
"425US820",20060
"425US840",20060
"426US1",80130
"426US26",90220
"426US67",20300
"426US88",20120
"426US128",80130
"426US148",90140
"426US167",100090
"426US200",100090
"426US229",20060
"426US271",80270
"426US283",70200
"426US290",90120
"426US312",40010
"426US317",20370
"426US341",40030
"426US363",110010
"426US373",20160
"426US394",10160
"426US407",70200
"426US438",80120
"426US465",110010
"426US476",80220
"426US479",80050
"426US471",90150
"426US482",40050
"426US500",90120
"426US529",80130
"426US548",80270
"426US572",20120
"426US610",10100
"426US637",10030
"426US660",90370
"426US668",80150
"426US696",30160
"426US736",30180
"426US776",80130
"426US794",80110
"426US833",70040
"427US1",90410
"427US38",10050
"427US50",30190
"427US97",40010
"427US123",80060
"427US132",100020
"427US160",20050
"427US215",40040
"427US236",40040
"427US246",80130
"427US273",20060
"427US297",80110
"427US307",20060
"427US328",40010
"427US347",30010
"427US390",80130
"427US424",90320
"427US445",20060
"427US461",100010
"427US463",10090
"427US495",20200
"427US524",20200
"427US539",30010
"427US618",10580
"427US639",90110
"428US1",40010
"428US52",50020
"428US106",90240
"428US132",90070
"428US153",10130
"428US242",10130
"428US262",10130
"428US280",10130
"428US325",10130
"428US364",10060
"428US397",70010
"428US433",10050
"428US465",10020
"428US543",10060
"428US579",80010
"429US1",10170
"429US5",10170
"429US6",10350
"429US10",10220
"429US14",10170
"429US17",90110
"429US20",10330
"429US24",20260
"429US28",10030
"429US32",120010
"429US60",90130
"429US65",30160
"429US66",90190
"429US68",90090
"429US78",40040
"429US97",10140
"429US118",90150
"429US121",10170
"429US122",10250
"429US125",20140
"429US163",110020
"429US165",90150
"429US167",30010
"429US181",20130
"429US190",20130
"429US229",20060
"429US245",40050
"429US252",20040
"429US274",30010
"429US288",20180
"429US298",70070
"429US305",70060
"429US318",80100
"429US338",10050
"429US363",100130
"429US396",90160
"429US401",70180
"429US413",10070
"429US452",100110
"429US477",80010
"429US492",10100
"429US501",20130
"429US507",70020
"429US545",10120
"429US569",120010
"429US589",50010
"429US610",80010
"429US624",40030
"429US642",20020
"429US648",90110
"429US651",90200
"430US1",80120
"430US73",20150
"430US99",90120
"430US112",80130
"430US141",80130
"430US140",100010
"430US144",20090
"430US188",30200
"430US199",20130
"430US243",70010
"430US259",20090
"430US274",80100
"430US290",100020
"430US308",30010
"430US313",20130
"430US322",90320
"430US325",90320
"430US327",90010
"430US349",10130
"430US372",10020
"430US387",10120
"430US442",10580
"430US462",80120
"430US482",20040
"430US519",100030
"430US551",80100
"430US564",10170
"430US584",20150
"430US641",20150
"430US651",10140
"430US703",20130
"430US704",10130
"430US705",30160
"430US723",90330
"430US725",120010
"430US762",20200
"430US787",20200
"430US817",40040
"431US1",80110
"431US63",10030
"431US85",30020
"431US99",90130
"431US105",40020
"431US119",90130
"431US145",10220
"431US171",90260
"431US159",20220
"431US174",10090
"431US181",10090
"431US195",90320
"431US209",70030
"431US265",100030
"431US291",30200
"431US322",100030
"431US324",20060
"431US395",90110
"431US407",20090
"431US434",90090
"431US471",20190
"431US494",80150
"431US553",20060
"431US563",10440
"431US581",20250
"431US595",30190
"431US606",10050
"431US633",10130
"431US651",10170
"431US666",80060
"431US678",50020
"431US720",80010
"431US767",30190
"431US783",10590
"431US801",10110
"431US816",40020
"431US864",20240
"432US1",20290
"432US23",10170
"432US40",100010
"432US43",30010
"432US46",80020
"432US63",20060
"432US98",10150
"432US137",10170
"432US161",10170
"432US173",20030
"432US183",90150
"432US197",40010
"432US233",10040
"432US249",80050
"432US282",10180
"432US312",20100
"432US333",80110
"432US355",20060
"432US385",90110
"432US404",20020
"432US416",20190
"432US438",50020
"432US464",50020
"432US491",20020
"432US519",50020
"432US526",20190
"433US1",10060
"433US25",80050
"433US36",80010
"433US72",10020
"433US119",30010
"433US148",120010
"433US165",20160
"433US186",40060
"433US229",30180
"433US267",20050
"433US299",20060
"433US321",20140
"433US350",60020
"433US406",20050
"433US425",30040
"433US562",30040
"433US584",10130
"433US623",80010
"433US667",20050
"433US672",20050
"433US676",10170
"433US682",10170
"434US1",110010
"434US5",80150
"434US9",80110
"434US12",100120
"434US22",10170
"434US35",90140
"434US47",20180
"434US59",90350
"434US77",120020
"434US100",20180
"434US106",10060
"434US125",30180
"434US136",20140
"434US158",20140
"434US159",10050
"434US192",20060
"434US220",10150
"434US236",90320
"434US241",90180
"434US246",20130
"434US257",90110
"434US275",80130
"434US308",80010
"434US332",10020
"434US335",70140
"434US357",10030
"434US374",20180
"434US412",60010
"434US425",90420
"434US429",80110
"434US452",100110
"434US497",10170
"434US528",120010
"434US542",20170
"434US555",20400
"434US575",10580
"434US586",80070
"435US1",20180
"435US6",10390
"435US21",120020
"435US40",70020
"435US78",40020
"435US110",20020
"435US151",100120
"435US191",20250
"435US213",20180
"435US223",10580
"435US247",20400
"435US268",10050
"435US291",20120
"435US313",10170
"435US333",10090
"435US349",20400
"435US371",10470
"435US381",90110
"435US389",80010
"435US444",100060
"435US475",20330
"435US497",100030
"435US519",90120
"435US559",90500
"435US561",120010
"435US589",50010
"435US618",30160
"435US647",20220
"435US679",80010
"435US702",20140
"435US734",80100
"435US765",30140
"435US829",30010
"435US850",10590
"436US1",40010
"436US31",90150
"436US32",100040
"436US49",20150
"436US84",40060
"436US103",80120
"436US128",10070
"436US149",20400
"436US180",100020
"436US238",120030
"436US268",120030
"436US293",30200
"436US307",10050
"436US340",10020
"436US371",20220
"436US407",90130
"436US412",60020
"436US447",60020
"436US478",10220
"436US493",90420
"436US499",10050
"436US519",80300
"436US547",10050
"436US584",80050
"436US604",80130
"436US618",80050
"436US631",80250
"436US658",20400
"436US725",20190
"436US748",20110
"436US775",80320
"436US816",80010
"437US1",10170
"437US19",10170
"437US28",10170
"437US54",10170
"437US82",10170
"437US117",80110
"437US153",80130
"437US214",50040
"437US255",80100
"437US267",80100
"437US298",10160
"437US322",80010
"437US340",90110
"437US365",90410
"437US385",10050
"437US411",70060
"437US443",120040
"437US463",90380
"437US478",90380
"437US483",70090
"437US518",20220
"437US535",20090
"437US556",70090
"437US584",80210
"437US601",90470
"437US617",80110
"437US634",20160
"437US655",90330
"437US678",60010
"438US1",30010
"438US41",40010
"438US59",80280
"438US104",40070
"438US154",10050
"438US190",20020
"438US189",90150
"438US204",20170
"438US234",80110
"438US265",20070
"438US422",80010
"438US478",80060
"438US531",80010
"438US567",20060
"438US586",10130
"438US637",10130
"438US645",80130
"438US696",80130
"438US726",30010
"438US781",10140
"439US1",90120
"439US9",70130
"439US14",10130
"439US24",20060
"439US30",100010
"439US32",20020
"439US60",20010
"439US89",90120
"439US96",40020
"439US128",10060
"439US170",20180
"439US180",120020
"439US212",10030
"439US234",80020
"439US259",20200
"439US280",10060
"439US281",90150
"439US282",10050
"439US299",80110
"439US320",90340
"439US322",90460
"439US357",20130
"439US379",50020
"439US410",30010
"439US419",110020
"439US438",40020
"439US459",20130
"439US461",10040
"439US463",20160
"439US508",80300
"439US522",120010
"439US551",80120
"439US572",100070
"440US1",30020
"440US29",80070
"440US48",80030
"440US59",90370
"440US69",80010
"440US93",20060
"440US125",20190
"440US147",80100
"440US173",20030
"440US194",20060
"440US202",40070
"440US205",80010
"440US257",100030
"440US268",20130
"440US301",70200
"440US332",20180
"440US367",10120
"440US391",80060
"440US410",80060
"440US445",50020
"440US447",80100
"440US450",10110
"440US472",120010
"440US490",70070
"440US519",100030
"440US568",20060
"440US612",20090
"440US625",20060
"440US648",10060
"440US668",40070
"440US689",80330
"440US715",120030
"440US741",10050
"441US1",80010
"441US39",20190
"441US68",20120
"441US91",90280
"441US130",10580
"441US141",80100
"441US153",30030
"441US211",10160
"441US238",10070
"441US281",50040
"441US322",100080
"441US347",20130
"441US369",10100
"441US380",20130
"441US418",40010
"441US434",80100
"441US458",90390
"441US463",30010
"441US468",20330
"441US471",80120
"441US488",70190
"441US506",40070
"441US520",40040
"441US600",90320
"441US677",90290
"441US750",20060
"441US768",80120
"441US780",10370
"441US786",10220
"441US792",20090
"442US1",40040
"442US42",70060
"442US62",10270
"442US92",90130
"442US95",10130
"442US100",10530
"442US114",10440
"442US127",80030
"442US140",40010
"442US178",10020
"442US191",30010
"442US200",10010
"442US228",20140
"442US256",20130
"442US289",90030
"442US319",10050
"442US330",80010
"442US347",80130
"442US366",20140
"442US397",20070
"442US415",90090
"442US444",90120
"442US465",10050
"442US477",80140
"442US500",80140
"442US510",10220
"442US529",90120
"442US544",80170
"442US560",80120
"442US584",20170
"442US640",20170
"442US653",20160
"442US682",20190
"442US707",10100
"442US735",10050
"442US753",10060
"442US773",70130
"443US1",40020
"443US31",10050
"443US47",10050
"443US55",40020
"443US76",20180
"443US97",30010
"443US111",30030
"443US137",20400
"443US157",30030
"443US173",90140
"443US193",20070
"443US256",80070
"443US282",20200
"443US307",10020
"443US340",50040
"443US368",10260
"443US449",20050
"443US526",20050
"443US545",10020
"443US595",30160
"443US622",50020
"443US658",20160
"443US709",90420
"443US713",10020
"444US1",10020
"444US11",80120
"444US37",10540
"444US51",40070
"444US69",80070
"444US85",10050
"444US111",80060
"444US130",20050
"444US164",40070
"444US193",80070
"444US206",40070
"444US212",70160
"444US223",90120
"444US232",80010
"444US248",10170
"444US252",20280
"444US277",20400
"444US286",40060
"444US320",40060
"444US335",110010
"444US348",30010
"444US380",110020
"444US394",10410
"444US453",30010
"444US460",80060
"444US469",10100
"444US437",90150
"444US472",60010
"444US490",80040
"444US505",90130
"444US507",30010
"444US527",90140
"444US555",80170
"444US572",90120
"444US598",20060
"444US620",30010
"444US646",30180
"444US672",70070
"444US707",10090
"445US1",70050
"445US23",20200
"445US40",90110
"445US55",10440
"445US74",80050
"445US97",80010
"445US115",10110
"445US136",50040
"445US169",50040
"445US193",80130
"445US198",80130
"445US222",10430
"445US253",20160
"445US263",10140
"445US308",30190
"445US326",90260
"445US360",90020
"445US375",50040
"445US388",90260
"445US425",80100
"445US463",10150
"445US480",40040
"445US507",30010
"445US535",80060
"445US552",10090
"445US573",10050
"445US622",20400
"445US684",10170
"445US715",80130
"446US1",90110
"446US14",80060
"446US55",20010
"446US142",20130
"446US156",20020
"446US222",10120
"446US238",40050
"446US253",100040
"446US274",80050
"446US291",10100
"446US318",90110
"446US335",10120
"446US359",80090
"446US398",10440
"446US420",10130
"446US458",90500
"446US478",90480
"446US500",80130
"446US540",110020
"446US544",10050
"446US578",80130
"446US608",20150
"446US620",10090
"446US635",20400
"446US643",80010
"446US651",20180
"446US657",80130
"446US680",80120
"446US719",20400
"446US740",90110
"446US754",60010
"447US1",100040
"447US10",10490
"447US27",80110
"447US54",60010
"447US74",40070
"447US102",50040
"447US125",110010
"447US134",20160
"447US191",20250
"447US207",80100
"447US231",10090
"447US255",80150
"447US264",10120
"447US303",80180
"447US323",10040
"447US343",40010
"447US352",80130
"447US381",10510
"447US404",10100
"447US410",10170
"447US429",80110
"447US455",30150
"447US490",70020
"447US530",30010
"447US557",30020
"447US607",70150
"447US625",10130
"447US649",10050
"447US667",40050
"447US715",80050
"447US727",10050
"447US752",60010
"447US773",40020
"447US807",20060
"448US1",20400
"448US38",10250
"448US56",10270
"448US83",10050
"448US98",10050
"448US122",60010
"448US136",20160
"448US160",20160
"448US176",80180
"448US242",10090
"448US261",80050
"448US297",50020
"448US358",50020
"448US371",20150
"448US438",10050
"448US444",10020
"448US448",20070
"448US555",30010
"448US607",70050
"449US1",10060
"449US5",60010
"449US24",20400
"449US33",90330
"449US39",30170
"449US48",110020
"449US54",90090
"449US64",80130
"449US86",90020
"449US90",20400
"449US117",10170
"449US155",40070
"449US166",20180
"449US200",130020
"449US232",90120
"449US250",20060
"449US268",80050
"449US292",120010
"449US302",40060
"449US341",10150
"449US361",10120
"449US368",90380
"449US383",50040
"449US405",10280
"449US408",100010
"449US411",10060
"449US424",10420
"449US433",10330
"449US456",80110
"449US490",20280
"449US539",10020
"449US560",10190
"449US590",20060
"449US609",90120
"450US1",120010
"450US24",10180
"450US40",10170
"450US46",80120
"450US79",90380
"450US91",80120
"450US107",30010
"450US139",20110
"450US147",20180
"450US156",120010
"450US175",80210
"450US221",20180
"450US248",20060
"450US261",20330
"450US288",10090
"450US311",100020
"450US333",10170
"450US346",90110
"450US382",90390
"450US398",50020
"450US455",20130
"450US464",20130
"450US503",90090
"450US544",20160
"450US582",80320
"450US621",40070
"450US662",80110
"450US707",30160
"450US728",70010
"450US754",90290
"450US785",20190
"451US1",20210
"451US56",70010
"451US77",20060
"451US100",20040
"451US156",80070
"451US182",10230
"451US204",10050
"451US232",90020
"451US259",100130
"451US287",90290
"451US304",80130
"451US355",20090
"451US390",90130
"451US400",NA
"451US401",70160
"451US430",10170
"451US454",10090
"451US477",10100
"451US493",90200
"451US504",80090
"451US527",20400
"451US557",80010
"451US571",120010
"451US596",80050
"451US619",30190
"451US625",20190
"451US630",80010
"451US648",80100
"451US679",70010
"451US704",70020
"451US725",80100
"451US772",120010
"452US1",20350
"452US18",10120
"452US61",30190
"452US89",90110
"452US105",20070
"452US130",20020
"452US155",80170
"452US161",20140
"452US205",80170
"452US233",80170
"452US247",120010
"452US264",80130
"452US314",80130
"452US337",10140
"452US378",80010
"452US394",90460
"452US412",20410
"452US429",100010
"452US458",40040
"452US473",40040
"452US490",70050
"452US549",20250
"452US576",10510
"452US594",10050
"452US615",90320
"452US640",30160
"452US666",70200
"452US692",10050
"452US714",30190
"452US713",90150
"452US726",100040
"453US1",80130
"453US34",20190
"453US57",20130
"453US114",30010
"453US156",10580
"453US182",30140
"453US210",100070
"453US247",20400
"453US280",30060
"453US322",70180
"453US355",10100
"453US367",80320
"453US420",10060
"453US454",10060
"453US473",100020
"453US490",30020
"453US571",100020
"453US609",80100
"453US654",40070
"454US1",10020
"454US6",20060
"454US14",40040
"454US27",30140
"454US46",100030
"454US83",90240
"454US90",30190
"454US100",90090
"454US139",50040
"454US151",80290
"454US170",70070
"454US201",20170
"454US235",90140
"454US263",30170
"454US290",30140
"454US312",20400
"454US339",10020
"454US364",10330
"454US370",10140
"454US389",70040
"454US393",20020
"454US404",70070
"454US432",20120
"454US464",90300
"454US516",40070
"454US555",80350
"455US1",10050
"455US16",120010
"455US40",80010
"455US72",70020
"455US100",90170
"455US104",10130
"455US130",20150
"455US191",60020
"455US209",40050
"455US245",90130
"455US252",30160
"455US265",20190
"455US283",40010
"455US305",120020
"455US331",80110
"455US345",50040
"455US363",90280
"455US385",20140
"455US404",80110
"455US422",40020
"455US445",60010
"455US457",80030
"455US478",90130
"455US489",30010
"455US509",10020
"455US551",80120
"455US562",70180
"455US577",30140
"455US586",10120
"455US591",10020
"455US603",10090
"455US608",80040
"455US624",90130
"455US642",10430
"455US678",70070
"455US691",90360
"455US720",80100
"455US745",20170
"456US1",10590
"456US25",20070
"456US37",20090
"456US45",30010
"456US63",20060
"456US91",20200
"456US107",10020
"456US152",10020
"456US188",40050
"456US201",90360
"456US212",70020
"456US228",30170
"456US273",20060
"456US305",80130
"456US336",80220
"456US353",90290
"456US410",10130
"456US430",90170
"456US431",70060
"456US444",40020
"456US461",20060
"456US512",20140
"456US556",80010
"456US595",50040
"456US605",10130
"456US615",50040
"456US645",70020
"456US667",10170
"456US694",40060
"456US717",60010
"456US728",90400
"456US742",100100
"456US798",10060
"456US844",80200
"456US865",100010
"457US1",20010
"457US15",90280
"457US31",10170
"457US52",90130
"457US55",20220
"457US85",90470
"457US102",80140
"457US132",20180
"457US147",90110
"457US164",90370
"457US172",110010
"457US176",20060
"457US191",120020
"457US202",20290
"457US255",20020
"457US273",100040
"457US291",90390
"457US307",40010
"457US332",80010
"457US368",10030
"457US393",90090
"457US423",90030
"457US440",20060
"457US465",80010
"457US496",90010
"457US537",10040
"457US569",20180
"457US594",90410
"457US596",30010
"457US624",80110
"457US668",80050
"457US687",10010
"457US702",70110
"457US731",80060
"457US800",80060
"457US830",20400
"457US853",30010
"457US922",20400
"457US957",20030
"457US991",20180
"458US1",20290
"458US50",90500
"458US119",80010
"458US141",100030
"458US176",20210
"458US219",20140
"458US259",10060
"458US263",90380
"458US279",10430
"458US307",80100
"458US354",80100
"458US375",20400
"458US419",40070
"458US457",20050
"458US502",10020
"458US527",20050
"458US564",80070
"458US592",90270
"458US613",20010
"458US654",80110
"458US670",90320
"458US718",20130
"458US747",30190
"458US782",10130
"458US832",20160
"458US858",10270
"458US886",30150
"458US941",100080
"458US966",80060
"459US4",10020
"459US14",20260
"459US21",40010
"459US42",10100
"459US56",90110
"459US70",80030
"459US86",90380
"459US87",30140
"459US116",30170
"459US131",90120
"459US145",80100
"459US159",20020
"459US176",110020
"459US197",30140
"459US212",70060
"459US248",10110
"459US297",80050
"459US344",70020
"459US359",10170
"459US375",80120
"459US392",80100
"459US400",80110
"459US422",10030
"459US460",40040
"459US498",80320
"459US519",80010
"459US553",10090
"460US1",90380
"460US37",30010
"460US73",10220
"460US103",10440
"460US125",20020
"460US150",80010
"460US190",80060
"460US204",80110
"460US226",20060
"460US276",10050
"460US289",80060
"460US300",100030
"460US325",20400
"460US370",120010
"460US428",80010
"460US453",80170
"460US462",90320
"460US491",10050
"460US533",90400
"460US536",80100
"460US557",10160
"460US575",30010
"460US605",20160
"460US660",20170
"460US669",100020
"460US693",70160
"460US711",20060
"460US719",20400
"460US730",10060
"460US752",10090
"460US766",80130
"460US780",20030
"460US824",90120
"461US1",10120
"461US30",20400
"461US95",90240
"461US138",30010
"461US171",30010
"461US190",100030
"461US230",10340
"461US238",40040
"461US260",70180
"461US273",100020
"461US300",120010
"461US321",20220
"461US352",40010
"461US375",100030
"461US402",80270
"461US424",60010
"461US458",20190
"461US480",90400
"461US499",10090
"461US529",80050
"461US540",30010
"461US555",10590
"461US574",20050
"461US624",80070
"461US648",80180
"461US660",20340
"461US677",120030
"461US731",100020
"461US757",20060
"461US773",100130
"461US477",90130
"461US571",10020
"462US1",20200
"462US19",50040
"462US36",80130
"462US74",120010
"462US87",80130
"462US122",80010
"462US151",70060
"462US176",80100
"462US198",80030
"462US213",10050
"462US296",80060
"462US306",20400
"462US324",20160
"462US345",90110
"462US356",10430
"462US367",80060
"462US393",70080
"462US406",100030
"462US416",50020
"462US476",50020
"462US506",50020
"462US523",80050
"462US111",10020
"462US554",90370
"462US579",10050
"462US611",130020
"462US640",10050
"462US650",20400
"462US669",20140
"462US696",10050
"462US725",20090
"462US791",40020
"462US810",90120
"462US835",20090
"462US862",10130
"462US637",90180
"462US919",130010
"462US1017",110020
"462US1039",10100
"463US1",90320
"463US29",90120
"463US60",30020
"463US85",100030
"463US110",80130
"463US147",70150
"463US159",80100
"463US206",80060
"463US239",40040
"463US248",20130
"463US277",10140
"463US319",90120
"463US354",40010
"463US388",30180
"463US418",10370
"463US476",10370
"463US491",100020
"463US545",90090
"463US582",20060
"463US646",80120
"463US680",60010
"463US713",20160
"463US745",10120
"463US765",10050
"463US783",30170
"463US825",20400
"463US855",80100
"463US880",10130
"463US939",10130
"463US992",10130
"463US1032",10060
"463US1073",20140
"463US1112",40020
"463US1121",10100
"464US1",10130
"464US7",100030
"464US16",10570
"464US30",80340
"464US44",10280
"464US46",10130
"464US67",90130
"464US78",10130
"464US89",70170
"464US109",10130
"464US114",10210
"464US154",90460
"464US165",90460
"464US183",20110
"464US206",120010
"464US238",90340
"464US287",10050
"464US312",80130
"464US377",10130
"464US386",120010
"464US408",10050
"464US417",80190
"464US501",30010
"464US523",80120
"464US548",10580
"465US1",80160
"465US37",10130
"465US75",20400
"465US89",100120
"465US168",10120
"465US200",10130
"465US208",20220
"465US236",20020
"465US259",90380
"465US271",30010
"465US324",90180
"465US330",120020
"465US354",10170
"465US367",90370
"465US420",10090
"465US463",20160
"465US482",80140
"465US513",70070
"465US555",20130
"465US605",10090
"465US624",20060
"465US638",10040
"465US668",30170
"465US728",20130
"465US752",80010
"465US770",40060
"465US783",40060
"465US792",50040
"465US805",120010
"465US822",70080
"465US848",80060
"465US870",90340
"465US886",60010
"466US1",10220
"466US2",80010
"466US48",90340
"466US54",20060
"466US96",110010
"466US109",10050
"466US144",110020
"466US147",90110
"466US170",10050
"466US198",40070
"466US210",10050
"466US243",80070
"466US284",20400
"466US294",10170
"466US341",10220
"466US353",80100
"466US364",70010
"466US378",90190
"466US380",10060
"466US388",80100
"466US408",40060
"466US429",20040
"466US435",70030
"466US463",50040
"466US475",10420
"466US485",30030
"466US521",90150
"466US522",20400
"466US558",80010
"466US602",20190
"466US648",10120
"466US668",20330
"466US727",10050
"466US740",10050
"466US765",20150
"466US789",30010
"467US1",40070
"467US20",30010
"467US39",10600
"467US51",20190
"467US69",20140
"467US82",100080
"467US104",20190
"467US138",20160
"467US167",80050
"467US180",10120
"467US203",10170
"467US216",20120
"467US229",40070
"467US246",90150
"467US253",20170
"467US310",110020
"467US340",90120
"467US354",80240
"467US380",90120
"467US407",20110
"467US431",10120
"467US461",100030
"467US479",40010
"467US493",10170
"467US504",10030
"467US512",100030
"467US526",70060
"467US561",20070
"467US622",100030
"467US638",80100
"467US649",10100
"467US691",100030
"467US717",80090
"467US735",80120
"467US752",80010
"467US797",80060
"467US822",80060
"467US837",80130
"467US867",20060
"467US883",20120
"467US914",20400
"467US925",80070
"467US947",30010
"467US986",40070
"467US1025",10260
"468US1",10020
"468US27",10170
"468US42",20400
"468US63",10420
"468US85",80010
"468US137",80120
"468US183",20400
"468US207",80120
"468US222",30060
"468US263",80100
"468US288",30150
"468US317",10170
"468US339",20040
"468US364",30010
"468US420",10100
"468US447",10130
"468US491",100030
"468US517",10050
"468US559",40010
"468US576",40040
"468US609",30010
"468US641",30010
"468US705",10050
"468US737",90240
"468US796",10050
"468US841",10090
"468US883",20210
"468US897",10050
"468US981",10050
"468US992",60010
"468US1032",10050
"468US1062",10170
"469US1",10050
"469US14",90130
"469US17",10050
"469US24",40070
"469US38",10370
"469US45",10370
"469US57",10360
"469US70",10380
"469US91",10100
"469US105",10420
"469US111",20060
"469US131",120010
"469US153",80190
"469US189",80200
"469US221",10050
"469US238",90130
"469US241",120010
"469US256",100120
"469US274",80030
"469US287",20210
"469US310",120010
"469US325",10050
"469US387",10120
"469US412",10250
"469US464",20400
"469US478",10060
"469US490",70070
"469US504",100040
"469US528",70040
"470US1",10370
"470US39",20150
"470US51",10040
"470US68",20380
"470US93",100040
"470US116",80130
"470US166",20020
"470US184",20190
"470US213",80160
"470US226",20160
"470US274",20220
"470US298",10100
"470US373",90090
"470US392",80070
"470US409",80040
"470US414",80070
"470US451",80220
"470US480",30140
"470US522",10270
"470US532",40030
"470US564",20140
"470US583",80100
"470US598",30130
"470US632",100130
"470US656",100130
"470US675",10050
"470US729",90120
"470US753",10050
"470US768",90120
"470US811",10050
"470US821",90120
