"usid","issue"
"370US9",70080
"370US19",80010
"370US31",80040
"370US41",20240
"370US49",10010
"370US65",120020
"370US76",90120
"370US114",80050
"370US139",10110
"370US154",20080
"370US159",20250
"370US165",80060
"370US173",100020
"370US190",20090
"370US230",10080
"370US195",70110
"370US238",70160
"370US254",70010
"370US269",120020
"370US294",80020
"370US375",30010
"370US405",80010
"370US421",30170
"370US451",80100
"370US460",80010
"370US478",30200
"370US530",90360
"370US607",80100
"370US626",90110
"370US650",10430
"370US660",10140
"370US690",80010
"370US711",70110
"370US713",90320
"370US717",30050
"370US723",10170
"371US18",90160
"371US27",90130
"371US30",90160
"371US38",80010
"371US62",90160
"371US57",90140
"371US75",10430
"371US84",80240
"371US94",70020
"371US115",80020
"371US132",80030
"371US145",80310
"371US156",90120
"371US178",90110
"371US187",90460
"371US195",100020
"371US208",40020
"371US215",90110
"371US218",30170
"371US224",70200
"371US228",120030
"371US236",10020
"371US245",90340
"371US285",90340
"371US296",80260
"371US334",90090
"371US341",10090
"371US392",90020
"371US415",30010
"371US471",10050
"371US505",80010
"371US531",40030
"371US542",100020
"371US555",90140
"372US1",80220
"372US10",70100
"372US24",100020
"372US29",80010
"372US39",120020
"372US53",120020
"372US58",30190
"372US84",100030
"372US108",80040
"372US128",120010
"372US144",20280
"372US221",10580
"372US224",20280
"372US229",30150
"372US246",90310
"372US248",80040
"372US253",80010
"372US284",70190
"372US293",10020
"372US335",10120
"372US353",20320
"372US368",20090
"372US391",10020
"372US477",20370
"372US487",20370
"372US517",70080
"372US528",10010
"372US539",30010
"372US586",90390
"372US591",90140
"372US597",80060
"372US605",80100
"372US609",80130
"372US627",80130
"372US633",80030
"372US658",80220
"372US682",70080
"372US697",80070
"372US699",80040
"372US714",100120
"372US726",80110
"372US734",10170
"372US744",80220
"373US1",10020
"373US33",70110
"373US49",120010
"373US57",100010
"373US59",10120
"373US61",20040
"373US64",80100
"373US83",10160
"373US96",40020
"373US113",70030
"373US132",80110
"373US179",10090
"373US193",120010
"373US206",80070
"373US221",70190
"373US238",90150
"373US244",20080
"373US262",20080
"373US267",20080
"373US284",20080
"373US294",80300
"373US334",10370
"373US341",80010
"373US374",20080
"373US375",20080
"373US379",60030
"373US405",10430
"373US410",80070
"373US420",20370
"373US427",10490
"373US472",80130
"373US487",10160
"373US503",10010
"373US526",20040
"373US545",20050
"373US546",80130
"373US647",30050
"373US668",20050
"373US683",20050
"373US690",100020
"373US701",100020
"373US709",90360
"373US723",10260
"373US734",70070
"373US746",70030
"374US1",80040
"374US16",80040
"374US23",10050
"374US74",100120
"374US84",120030
"374US109",30050
"374US150",80060
"374US167",80160
"374US174",80010
"374US203",30170
"374US321",80020
"374US398",30160
"374US424",100120
"374US449",20110
"374US469",20110
"374US97",20080
"374US500",20080
"375US29",10370
"375US34",80040
"375US39",90380
"375US52",10370
"375US21",10120
"375US2",10120
"375US22",20320
"375US24",20320
"375US1",20320
"375US26",20320
"375US27",20320
"375US28",10120
"375US32",10160
"375US59",120010
"375US71",90140
"375US79",90350
"375US85",10060
"375US96",100020
"375US106",110010
"375US118",120010
"375US136",90190
"375US150",90120
"375US162",10370
"375US169",10370
"375US180",80120
"375US208",80070
"375US160",10580
"375US217",20110
"375US233",120030
"375US249",90190
"375US253",80040
"375US248",30150
"375US261",70010
"375US277",20370
"375US301",100020
"375US311",90110
"375US335",70010
"375US361",80110
"375US384",10350
"375US391",20050
"375US399",20010
"375US405",70100
"375US411",90090
"375US440",120010
"376US1",20090
"376US52",20090
"376US75",10570
"376US86",80170
"376US93",90120
"376US120",20110
"376US149",30120
"376US169",20250
"376US189",20040
"376US192",90110
"376US203",90480
"376US205",80270
"376US222",20090
"376US225",80180
"376US234",80180
"376US240",90140
"376US247",70010
"376US254",30030
"376US306",100070
"376US315",80070
"376US327",80010
"376US340",110020
"376US339",20040
"376US358",80030
"376US364",10060
"376US369",100110
"376US375",80220
"376US389",80240
"376US398",90490
"376US473",70100
"376US483",10050
"376US492",70140
"376US503",120010
"376US515",80300
"376US528",10050
"376US543",70010
"376US560",20260
"376US575",10080
"376US612",90140
"376US650",20040
"376US665",80020
"376US651",80020
"376US681",10080
"376US773",20040
"376US776",30150
"376US775",90130
"377US1",30010
"377US13",80010
"377US33",90140
"377US46",70150
"377US58",70140
"377US95",10110
"377US126",100020
"377US129",20040
"377US134",80070
"377US152",80040
"377US159",80240
"377US158",10050
"377US161",80020
"377US163",20280
"377US179",80110
"377US184",80060
"377US201",10120
"377US218",20050
"377US235",80230
"377US252",100030
"377US263",20050
"377US271",80020
"377US288",30010
"377US311",80240
"377US324",100050
"377US341",100110
"377US351",120030
"377US360",30090
"377US386",80110
"377US402",30170
"377US408",100120
"377US422",80180
"377US426",80120
"377US436",80100
"377US463",10170
"377US476",80180
"377US405",80040
"377US533",20090
"377US633",20090
"377US656",20090
"377US678",20090
"377US695",20090
"377US713",20090
"378US1",10090
"378US52",10110
"378US39",100060
"378US108",10050
"378US124",100050
"378US130",20080
"378US139",10370
"378US146",20080
"378US153",20080
"378US158",80020
"378US184",30190
"378US205",30190
"378US226",20080
"378US347",20080
"378US368",10010
"378US441",80020
"378US478",10120
"378US500",30060
"378US530",10370
"378US539",90150
"378US540",110030
"378US554",20090
"378US558",20090
"378US544",10190
"378US546",30160
"378US547",20080
"378US553",20090
"378US576",30190
"378US560",20090
"378US550",20080
"378US577",30190
"378US561",20090
"378US582",10120
"379US21",70080
"379US29",80180
"379US40",20090
"379US43",10010
"379US48",120010
"379US61",120010
"379US64",30030
"379US89",10050
"379US104",90110
"379US26",90150
"379US134",70060
"379US148",80050
"379US171",70060
"379US184",20040
"379US203",70070
"379US227",90110
"379US241",20040
"379US294",20040
"379US306",20080
"379US329",80030
"379US130",70010
"379US359",20090
"379US366",80310
"379US378",90420
"379US411",90120
"379US433",20090
"379US443",90180
"379US466",10210
"379US476",10050
"379US487",90180
"379US497",80110
"379US536",30150
"379US559",30150
"379US594",80030
"379US621",20090
"379US650",70010
"379US671",80040
"379US674",110020
"379US684",20080
"379US687",80310
"380US1",90120
"380US24",10370
"380US39",80050
"380US51",30010
"380US63",10090
"380US89",20010
"380US102",10050
"379US694",20090
"379US693",20090
"380US145",20010
"380US128",20010
"380US157",80010
"380US163",30130
"380US194",90180
"380US202",20040
"380US255",100020
"380US248",90150
"380US263",70200
"380US278",70200
"380US300",70080
"380US343",10220
"380US356",30030
"380US359",80070
"380US374",80010
"380US400",10270
"380US415",10270
"380US424",80050
"380US438",70070
"380US445",10220
"380US258",80100
"380US451",80100
"380US460",90110
"380US479",30010
"380US503",30060
"380US513",30060
"380US528",20010
"380US545",40020
"380US553",80100
"380US563",120010
"380US592",80010
"380US609",10090
"380US624",120040
"380US650",90120
"380US447",20080
"380US449",20080
"380US678",120010
"380US685",20160
"380US693",10060
"381US1",30060
"381US41",80060
"381US54",120010
"381US68",120010
"381US81",110030
"381US90",80270
"381US126",90390
"381US129",20080
"381US125",90150
"381US131",40010
"381US139",100040
"381US214",10370
"381US233",120010
"381US252",120010
"381US279",90120
"381US301",30010
"381US311",80010
"381US336",90390
"381US357",90120
"381US392",90120
"381US407",20090
"381US431",20090
"381US437",30060
"381US479",50010
"381US532",10190
"381US618",10040
"381US654",10040
"381US657",70020
"381US676",70020
"381US348",80010
"381US415",20090
"381US414",80020
"381US421",20080
"381US741",30010
"382US4",20090
"382US1",90160
"382US25",80050
"382US34",10080
"382US36",10050
"382US46",90120
"382US54",80010
"382US70",30060
"382US87",30150
"382US103",20050
"382US111",90340
"382US136",40010
"382US145",90500
"382US154",80020
"382US162",10080
"382US172",80010
"382US181",100020
"382US198",20050
"382US204",30160
"382US205",90330
"382US223",80300
"382US237",80220
"382US257",90120
"382US266",120030
"382US281",90340
"382US283",80040
"382US288",100040
"382US296",20040
"382US323",80030
"382US341",100130
"382US375",80030
"382US386",20240
"382US397",20240
"382US399",40010
"382US406",10040
"382US1003",90380
"382US423",90340
"382US448",100040
"383US1",80180
"383US39",80180
"383US53",100020
"383US75",30030
"383US107",10580
"383US116",10590
"383US131",20080
"383US169",80140
"383US190",70040
"383US210",20090
"383US213",80010
"383US225",20250
"383US234",10110
"383US265",10280
"383US268",110020
"383US272",120010
"383US301",20020
"383US363",90110
"383US375",40020
"383US392",80030
"383US413",30190
"383US463",30200
"383US502",30190
"383US519",80180
"383US541",20170
"383US569",120010
"383US576",80220
"383US607",90120
"383US627",120010
"383US637",80010
"383US663",20010
"383US687",120020
"383US696",70080
"383US715",90410
"383US745",20400
"383US787",20400
"383US821",10330
"383US825",30050
"384US1",10270
"384US11",30090
"384US24",110010
"384US28",90150
"384US35",80110
"384US63",100030
"384US73",20090
"384US102",120010
"384US118",30150
"384US127",80010
"384US150",40020
"384US152",10050
"384US155",20010
"384US158",80050
"384US176",80020
"384US195",30030
"384US202",90140
"384US214",30010
"384US224",80130
"384US238",70200
"384US251",10090
"384US257",10430
"384US264",30200
"384US269",10120
"384US270",80020
"384US305",20370
"384US312",90510
"384US316",80010
"384US323",120030
"384US333",10260
"384US364",10080
"384US373",10080
"384US394",90120
"384US424",90120
"384US436",10100
"384US546",80020
"384US563",80010
"384US597",80020
"384US641",20020
"384US672",20020
"384US678",120030
"384US702",30050
"384US719",10040
"384US737",10010
"384US757",10090
"384US780",90010
"384US808",90010
"384US855",30060
"384US887",20090
"384US886",10080
"384US895",10100
"385US23",90380
"385US26",10050
"385US32",90480
"385US39",30150
"385US57",90120
"385US76",10170
"385US83",80300
"385US92",10090
"385US99",80030
"385US116",30010
"385US138",80140
"385US149",80050
"385US157",90120
"385US182",90120
"385US188",80070
"385US192",20370
"385US196",80050
"385US206",10050
"385US214",20110
"385US231",20090
"385US252",100130
"385US263",10460
"385US276",20110
"385US293",10050
"385US323",10050
"385US355",90320
"385US363",10210
"385US374",30040
"385US421",70190
"385US432",70070
"385US440",20090
"385US458",100010
"385US475",30060
"385US491",30060
"385US493",10090
"385US511",10090
"385US533",90520
"385US538",10010
"385US545",20040
"385US554",10220
"385US589",30110
"385US630",20270
"386US1",10200
"386US17",10090
"386US18",10090
"386US58",10060
"386US66",10200
"386US120",20090
"386US129",80020
"386US162",80020
"386US171",70060
"386US213",10590
"386US228",80010
"386US237",80310
"386US258",20320
"386US287",120020
"386US300",10050
"386US317",80040
"386US345",10050
"386US351",90240
"386US361",80020
"386US372",80020
"386US484",10350
"386US503",90480
"386US523",90470
"386US542",20390
"386US547",20400
"386US568",80020
"386US605",10270
"386US612",70020
"386US664",70020
"386US670",90200
"386US685",80010
"386US707",10010
"386US714",60010
"386US724",80070
"386US731",80050
"386US738",20320
"386US748",20320
"386US753",80100
"386US767",30190
"386US776",80020
"386US773",30150
"387US1",20170
"387US82",30050
"387US86",80040
"387US97",10350
"387US105",20090
"387US112",20090
"387US118",20110
"387US202",80120
"387US136",90120
"387US158",90120
"387US167",90120
"387US213",120010
"387US231",10050
"387US244",90120
"387US253",20280
"387US294",10050
"387US326",90120
"387US369",20040
"387US397",90120
"387US428",90120
"387US456",100120
"387US485",80010
"387US523",10050
"387US541",10050
"387US556",90140
"388US1",20040
"388US14",10270
"388US26",70190
"388US41",10050
"388US130",30030
"388US175",70060
"388US218",10150
"388US263",10150
"388US293",10150
"388US307",30150
"388US350",80010
"388US365",80010
"388US395",80160
"388US431",90130
"388US439",90130
"388US440",30190
"388US441",30190
"388US442",30190
"388US443",30190
"388US444",30190
"388US446",30190
"388US447",30200
"388US448",30190
"388US449",30200
"388US450",30190
"388US452",30190
"388US454",30190
"389US15",10140
"389US18",10050
"389US22",20040
"389US24",20040
"389US31",10200
"389US35",10010
"389US40",20370
"389US47",30190
"389US48",30190
"389US50",30200
"389US54",30090
"389US64",70110
"389US81",30030
"389US89",30190
"389US90",90420
"389US109",10120
"389US121",40070
"389US128",10120
"389US138",10260
"389US143",90160
"389US155",100040
"389US179",90120
"389US191",80050
"389US212",20090
"389US217",30010
"389US235",100120
"389US241",90030
"389US258",30060
"389US290",100010
"389US299",120020
"389US309",90030
"389US320",80010
"389US323",20250
"389US327",90340
"389US332",80120
"389US347",10050
"389US375",70080
"389US384",80010
"389US404",10010
"389US409",90120
"389US413",10010
"389US416",20400
"389US421",20090
"389US429",100130
"389US463",70060
"389US477",70060
"389US486",80020
"389US560",10050
"389US573",30190
"389US578",30190
"390US1",90280
"390US17",30060
"390US29",30150
"390US39",10090
"390US62",10090
"390US85",10090
"390US102",90110
"390US129",10270
"390US136",10050
"390US139",30010
"390US145",80010
"390US171",80020
"390US207",80020
"390US222",10490
"390US228",80140
"390US234",10060
"390US238",90120
"390US254",70070
"390US261",80230
"390US317",80100
"390US333",20040
"390US335",10020
"390US340",30190
"390US341",80010
"390US365",20150
"390US377",10160
"390US400",60010
"390US404",10150
"390US414",80030
"390US455",80070
"390US459",80050
"390US468",20150
"390US474",20090
"390US511",90150
"390US516",80050
"390US519",10010
"390US523",10200
"390US538",80070
"390US544",60030
"390US557",100020
"390US563",20040
"390US570",10130
"390US593",10200
"390US599",80130
"390US606",90320
"390US611",30150
"390US629",30190
"390US676",30190
"390US719",10270
"390US727",30030
"390US736",90150
"390US747",80300
"391US1",10100
"391US9",80300
"391US53",30190
"391US54",10020
"391US68",20200
"391US73",20200
"391US83",120010
"391US99",70020
"391US123",10270
"391US145",10580
"391US194",10080
"391US216",10580
"391US224",120030
"391US234",10020
"391US244",80010
"391US253",80010
"391US308",30010
"391US341",20170
"391US346",10010
"391US352",90330
"391US353",30150
"391US367",30150
"391US392",20160
"391US404",20160
"391US418",70060
"391US430",20050
"391US443",20050
"391US450",20050
"391US462",30190
"391US464",10020
"391US471",80030
"391US492",70060
"391US510",10250
"391US543",10250
"391US563",30030
"391US585",10050
"391US593",90090
"391US596",40010
"391US604",90390
"392US1",10050
"392US40",10050
"392US83",90300
"392US134",80010
"392US157",80330
"392US183",70040
"392US206",20110
"392US219",10010
"392US236",30180
"392US273",10110
"392US280",10110
"392US286",10110
"392US293",10040
"392US299",10270
"392US300",10270
"392US301",10270
"392US303",10270
"392US304",10270
"392US305",10270
"392US309",20190
"392US339",100060
"392US364",10050
"392US378",10050
"392US390",80190
"392US409",20040
"392US481",80010
"392US514",10140
"392US571",80220
"392US631",10040
"392US636",30190
"392US651",10130
"392US639",20400
"392US598",10050
"392US616",10050
"392US655",30190
"392US647",10250
"392US657",20040
"392US658",10270
"392US652",10270
"393US2",10040
"393US5",10040
"393US23",20030
"393US71",90120
"393US74",10580
"393US79",80020
"393US80",10040
"393US83",90330
"393US87",80220
"393US97",30170
"393US117",80100
"393US122",10020
"393US129",100100
"393US145",80160
"393US156",80040
"393US166",10050
"393US175",30010
"393US186",90120
"393US199",80010
"393US223",80010
"393US233",20230
"393US253",10220
"393US256",30130
"393US268",40020
"393US286",10540
"393US297",120010
"393US314",10040
"393US324",90010
"393US333",80010
"393US348",20240
"393US357",70190
"393US367",20370
"393US374",10590
"393US385",20040
"393US398",90090
"393US400",20050
"393US410",10050
"393US440",30160
"393US453",80120
"393US483",20330
"393US503",30150
"393US537",80100
"393US544",20020
"394US1",100040
"394US11",100040
"394US89",100010
"394US97",90020
"394US103",90260
"394US111",30150
"394US131",80010
"394US147",30150
"394US165",10050
"394US217",10020
"394US244",10040
"394US280",10040
"394US286",10160
"394US310",10050
"394US316",10050
"394US324",10100
"394US332",90110
"394US358",20020
"394US369",70150
"394US399",90420
"394US404",80070
"394US423",70060
"394US437",90170
"394US440",10150
"394US459",10030
"394US478",10010
"394US495",80010
"394US526",20090
"394US542",20090
"394US557",30190
"394US576",30150
"394US618",20180
"394US678",120010
"394US700",80010
"394US705",30010
"394US721",10050
"394US731",10220
"394US741",120010
"394US759",90120
"394US784",80170
"394US802",20010
"394US814",20030
"394US823",90320
"394US831",10040
"394US836",100040
"395US1",90360
"395US6",10090
"395US57",10090
"395US62",20110
"395US85",40070
"395US100",80180
"395US147",10080
"395US164",80050
"395US169",100110
"395US185",20230
"395US213",10040
"395US225",20050
"395US238",10030
"395US250",10270
"395US258",20240
"395US285",20020
"395US298",20040
"395US316",120010
"395US327",10020
"395US337",20100
"395US352",80050
"395US367",30010
"395US402",90090
"395US411",90210
"395US444",30010
"395US458",20370
"395US464",90340
"395US486",90130
"395US575",70070
"395US621",20010
"395US642",80010
"395US653",80180
"395US683",90130
"395US701",20010
"395US711",10170
"395US752",10050
"395US784",10170
"395US814",10050
"395US818",10050
"396US13",80010
"396US19",20050
"396US28",10040
"396US41",20030
"396US45",20220
"396US57",80180
"396US64",30060
"396US77",10090
"396US87",10090
"396US107",90150
"396US102",10010
"396US119",30190
"396US122",100030
"396US142",70190
"396US162",90120
"396US168",80350
"396US212",80050
"396US226",20050
"396US229",20040
"396US258",90120
"396US269",20050
"396US282",20370
"396US290",20050
"396US295",20230
"396US320",20040
"396US346",20040
"396US367",90160
"396US365",10320
"396US371",30150
"396US375",60010
"396US398",40010
"396US435",20040
"396US460",20230
"396US471",90380
"396US482",10010
"396US488",90110
"396US491",80020
"396US531",10580
"397US1",10090
"397US14",10580
"397US25",70060
"397US31",30150
"397US47",20230
"397US45",90110
"397US50",90480
"397US72",10050
"397US82",90090
"397US88",110010
"397US88",110010
"397US99",70070
"397US112",20230
"397US137",100050
"397US150",90240
"397US159",90240
"397US179",120010
"397US195",100020
"397US203",80060
"397US223",100020
"397US232",20050
"397US238",30090
"397US249",10050
"397US254",20180
"397US280",20180
"397US286",120030
"397US301",120010
"397US319",30190
"397US322",120030
"397US337",10270
"397US358",20170
"397US387",10170
"397US397",20190
"397US436",10170
"397US471",20180
"397US532",80240
"397US552",20190
"397US564",30150
"397US572",120010
"397US580",120010
"397US586",80180
"397US598",90120
"397US620",20160
"397US655",90130
"397US663",20190
"397US664",30170
"397US728",30200
"397US742",10030
"397US759",10030
"397US790",10030
"398US1",120010
"398US6",30030
"398US25",70100
"398US30",10590
"398US58",30150
"398US71",10010
"398US73",20180
"398US74",90420
"398US144",20040
"398US235",70010
"398US275",20180
"398US262",10250
"398US268",80020
"398US278",30190
"398US281",70140
"398US306",80050
"398US319",10170
"398US323",10170
"398US333",30130
"398US375",80050
"398US410",30130
"398US419",20010
"398US427",90380
"398US434",30190
"399US1",10120
"399US30",10050
"399US42",10060
"399US66",10580
"399US78",10090
"399US149",10270
"399US204",20010
"399US219",110010
"399US224",10020
"399US235",20340
"399US267",30130
"399US350",80020
"399US383",90340
"399US392",90120
"399US510",20100
"399US517",90430
"399US508",20340
"399US524",30190
"400US4",120010
"400US8",90120
"400US16",10170
"400US17",10170
"400US23",90150
"400US18",80030
"400US25",10030
"400US41",90090
"400US45",90240
"400US48",80130
"400US62",90120
"400US73",80270
"400US74",10270
"400US112",20010
"400US297",70150
"400US309",10050
"400US348",NA
"400US351",80050
"400US379",20020
"400US410",30200
"400US423",20160
"400US433",40020
"400US446",10010
"400US455",10080
"400US470",10170
"400US494",80070
"400US505",10260
"400US517",120010
"400US548",10110
"400US542",20140
"401US1",30080
"401US23",30080
"401US37",90030
"401US66",90030
"401US77",90030
"401US82",90060
"401US137",70100
"401US144",90130
"401US154",30080
"401US200",90020
"401US216",90060
"401US222",10100
"401US233",70060
"401US254",30130
"401US265",30030
"401US279",30030
"401US295",30030
"401US302",70020
"401US321",80010
"401US355",20240
"401US371",20350
"401US395",20340
"401US402",80130
"401US424",20060
"401US437",30130
"401US476",90090
"401US481",90130
"401US487",10020
"401US493",80130
"401US513",120030
"401US520",80130
"401US527",80130
"401US531",30150
"401US532",20200
"401US560",10060
"401US576",60020
"401US601",10090
"401US617",90240
"401US646",10040
"401US667",10040
"401US715",10040
"401US745",10050
"401US797",10040
"401US808",10540
"401US815",20280
"401US847",20320
"401US846",10130
"402US1",20050
"402US33",20050
"402US39",20050
"402US43",20050
"402US47",90210
"402US49",20310
"402US62",50020
"402US99",30130
"402US121",20190
"402US137",20180
"402US146",80170
"402US159",20150
"402US183",10250
"402US313",80180
"402US351",30200
"402US363",30200
"402US389",80040
"402US415",30010
"402US424",10090
"402US479",30130
"402US497",90150
"402US509",20270
"402US515",80270
"402US530",90340
"402US535",40020
"402US544",40010
"402US549",80020
"402US558",80240
"402US570",70110
"402US600",70100
"402US611",30150
"402US622",10270
"402US637",80030
"402US673",80020
"402US689",30160
"402US690",20090
"403US1",20010
"403US9",100010
"403US15",30150
"403US29",30030
"403US88",20400
"403US108",20090
"403US124",20090
"403US182",20090
"403US190",120010
"403US207",30110
"403US212",10080
"403US217",20040
"403US274",70060
"403US333",70060
"403US345",120010
"403US365",20300
"403US384",10170
"403US431",20030
"403US443",10060
"403US388",10050
"403US528",20170
"403US573",10050
"403US602",30180
"403US672",30180
"403US698",30130
"403US713",30010
"404US1",90340
"404US4",40040
"404US6",80120
"404US16",80050
"404US15",40040
"404US23",20190
"404US25",40020
"404US28",20320
"404US37",80220
"404US53",90040
"404US55",10170
"404US59",10020
"404US67",20320
"404US71",20130
"404US78",20180
"404US97",80050
"404US116",70120
"404US138",100020
"404US157",70070
"404US189",20370
"404US202",80050
"404US226",20370
"404US244",90130
"404US249",10020
"404US254",80040
"404US257",10030
"404US270",10020
"404US282",20180
"404US293",10480
"404US307",10590
"404US336",10440
"404US357",20350
"404US388",100040
"404US403",90130
"404US412",90130
"404US418",80120
"404US443",10120
"404US453",80270
"404US477",10010
"404US496",40010
"404US508",80010
"404US519",10330
"404US522",20060
"404US528",70060
"404US541",90340
"404US549",20090
"404US553",10080
"404US561",90340
"404US548",80010
"405US1",10020
"405US9",10170
"405US15",20010
"405US34",30130
"405US56",20100
"405US93",120010
"405US117",70080
"405US127",10170
"405US134",20030
"405US150",40010
"405US156",40010
"405US172",40010
"405US174",20100
"405US191",20100
"405US208",20190
"405US228",90150
"405US233",80010
"405US251",80010
"405US278",10040
"405US298",120010
"405US313",30190
"405US319",30160
"405US330",20220
"405US365",30130
"405US394",120010
"405US427",10270
"405US438",50020
"405US473",10200
"405US504",10020
"405US518",30150
"405US538",20100
"405US562",80020
"405US596",80010
"405US625",20040
"405US645",20130
"405US669",20220
"405US676",30090
"405US699",90090
"405US707",80100
"405US727",80130
"406US1",90120
"406US91",80130
"406US109",80130
"406US117",110010
"406US128",80060
"406US164",20200
"406US186",90200
"407US206",110020
"406US187",20090
"406US205",30160
"406US250",10030
"406US272",70070
"406US311",10070
"406US320",80050
"406US337",20350
"406US340",80070
"406US341",10020
"406US356",10580
"406US404",10580
"406US416",80030
"406US441",10110
"406US472",10110
"406US482",10110
"406US484",100010
"406US487",70010
"406US498",80130
"406US518",80180
"406US535",20180
"406US583",30100
"406US598",20190
"406US605",10090
"406US621",80310
"406US649",80330
"406US682",10150
"406US706",80180
"406US715",40010
"406US742",80220
"406US759",90490
"406US797",80060
"406US813",90130
"407US1",80050
"407US25",10120
"407US67",20100
"407US104",30150
"407US128",20350
"407US143",10060
"407US163",20040
"407US191",20090
"407US197",30010
"407US203",10040
"407US206",110020
"407US225",90060
"407US245",40010
"407US258",80010
"407US297",10070
"407US345",10050
"407US355",90150
"407US366",10170
"407US371",10120
"407US385",80140
"407US451",20050
"407US484",20050
"407US493",20040
"407US514",10590
"407US539",70130
"407US551",30010
"408US1",30010
"408US41",10070
"408US92",30150
"408US104",30150
"408US125",120010
"408US169",30010
"408US204",10270
"408US224",10050
"408US229",30190
"408US234",10010
"408US238",10130
"408US471",40040
"408US501",80140
"408US564",40030
"408US593",40030
"408US606",30010
"408US665",30010
"408US753",30060
"408US786",40010
"408US811",80020
"408US845",10130
"409US17",100040
"409US1",90420
"409US33",90190
"409US38",40010
"409US41",10020
"409US48",70080
"409US57",40050
"409US63",80210
"409US80",40070
"409US75",90130
"409US91",80100
"409US95",10270
"409US100",10220
"409US109",30190
"409US140",80070
"409US151",90330
"409US188",10020
"409US205",90280
"409US213",70060
"409US224",10010
"409US232",10170
"409US238",90130
"409US239",10540
"409US249",80050
"409US275",80100
"409US289",80010
"409US322",10090
"409US352",10530
"409US363",80010
"409US413",20190
"409US418",20400
"409US434",20350
"409US464",90320
"409US467",90090
"409US470",40070
"409US488",40010
"409US505",10040
"409US512",20010
"409US524",10230
"409US535",20200
"409US540",90130
"410US1",10050
"410US19",10050
"410US52",80010
"410US73",50040
"410US113",50020
"410US179",50020
"410US224",90120
"410US257",120020
"410US263",40040
"410US284",10270
"410US315",20090
"410US351",10270
"410US356",80100
"410US366",80010
"410US396",10470
"410US425",90190
"410US431",20040
"410US441",120010
"410US458",10170
"410US484",10020
"410US512",70040
"410US526",80020
"410US577",80020
"410US578",40040
"410US605",10510
"410US614",20200
"410US623",80100
"410US641",110010
"410US656",20350
"410US667",30010
"410US679",20220
"410US686",20220
"410US690",10010
"410US702",110010
"410US719",20090
"410US743",20090
"410US752",20220
"411US1",20180
"411US138",90120
"411US145",20160
"411US164",20160
"411US182",90120
"411US192",30180
"411US213",10010
"411US216",90110
"411US223",10050
"411US233",10370
"411US258",10030
"411US279",70040
"411US325",80130
"411US345",10020
"411US356",80170
"411US389",90500
"411US423",10300
"411US451",20160
"411US452",90320
"411US458",80310
"411US475",10020
"411US526",20020
"411US564",90090
"411US582",80120
"411US546",120020
"411US618",20350
"411US619",20200
"411US624",100030
"411US655",80130
"411US677",20130
"411US693",20400
"411US726",80230
"411US747",80270
"411US778",10120
"411US792",20060
"412US1",60010
"412US17",10580
"412US47",10170
"412US67",70060
"412US84",70060
"412US92",20050
"412US94",30010
"412US205",20150
"412US218",10060
"412US291",10050
"412US306",80060
"412US346",10220
"412US363",100110
"412US391",80060
"412US401",120010
"412US427",60010
"412US430",40010
"412US434",10590
"412US441",40010
"412US470",10090
"412US481",20160
"412US507",90320
"412US521",80060
"412US534",90370
"412US543",40070
"412US546",80190
"412US580",100130
"412US609",80170
"412US640",80170
"412US645",80170
"412US655",80170
"412US669",80130
"412US735",20090
"412US755",20090
"412US783",20090
"412US800",80220
"412US837",40010
"413US1",90250
"413US15",30190
"413US49",30190
"413US115",30190
"413US123",30200
"413US139",30200
"413US149",90110
"413US189",20050
"413US266",10060
"413US300",10150
"413US345",20020
"413US376",30020
"413US405",20190
"413US433",10060
"413US455",20050
"413US472",30180
"413US483",30190
"413US496",30190
"413US508",20180
"413US528",20180
"413US548",30010
"413US601",30010
"413US634",20120
"413US665",10040
"413US717",20120
"413US734",30180
"413US825",30180
"413US756",30180
"413US836",30190
"414US2",30150
"414US5",20270
"414US14",30150
"414US17",10370
"414US21",50010
"414US25",10590
"414US29",10040
"414US31",30130
"414US44",20160
"414US51",20220
"414US70",10110
"414US86",20120
"414US100",90180
"414US105",30150
"414US113",90120
"414US117",80120
"414US141",10220
"414US156",80110
"414US168",70080
"414US190",70040
"414US218",10060
"414US260",10060
"414US270",70100
"414US291",90110
"414US313",100130
"414US338",10050
"414US368",70160
"414US395",10450
"414US417",40040
"414US441",30100
"414US453",80220
"414US473",90110
"414US478",40010
"414US488",90240
"414US514",90130
"414US524",20010
"414US538",90110
"414US563",20050
"414US573",80050
"414US614",40030
"414US632",20140
"414US661",20160
"415US1",50040
"415US36",20060
"415US61",10360
"415US104",100020
"415US125",90400
"415US130",30150
"415US143",10070
"415US164",10050
"415US189",10580
"415US199",20150
"415US239",10090
"415US250",20220
"415US289",110010
"415US289",110010
"415US308",10270
"415US322",70090
"415US333",90060
"415US336",90120
"415US345",80270
"415US361",20250
"415US391",20250
"415US394",80190
"415US423",90090
"415US449",10330
"415US452",90020
"415US486",80020
"415US528",20190
"415US566",30150
"415US605",20040
"415US651",20180
"415US697",10080
"415US709",20030
"415US724",20030
"415US767",20030
"415US800",10050
"415US814",10440
"416US1",80150
"416US21",10050
"416US115",90130
"416US134",40030
"416US100",120030
"416US232",80060
"416US251",20190
"416US267",70070
"416US312",20070
"416US351",20130
"416US363",10580
"416US386",90090
"416US396",30010
"416US430",10050
